CHAVE,situacao_plano_trabalho,classificacao_orcamentaria_pt,nome_executor,objeto_executor,data
76693-35479-38222,REPROVADO,"PODER - 02 SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO E PLANEJAMENTO
ORGÃO - 05 PODER EXECUTIVO
UNIDADE - 00 SECRETARIA MUNICIPAL DE ADMINISTRAÇÃO E PLANEJAMENTO
MANUTENÇÃO E MELHORAMENTO DE ILUMINAÇÃO PÚBLICA - 25.752 .0010 .2025.0000
DESPESAS COM PESSOAS JURIDICAS - 3.3.90.39.00.00",MUNICIPIO DE NAZARIA,Manutenção da iluminação pública na zona urbana do município de Nazária – PI.,"""1"": Manutenção da iluminação pública na zona urbana do município de Nazária – PI. - (500 M2)"
76714-39574-42401,Enviado para Análise,Dotação da meta: 8.15.452.2.057.274-.4.90.51.00.00.00.00 - OBRAS E INSTALAÇÕES,MUNICIPIO DE SABAUDIA,"Ampliação do Centro do idoso sendo implantado uma piscina Aquecida Coberta, com área total de aproximadamente 218 m², (10x05) estruturada em concreto armado, com vedação em alvenaria, cobertura metálica e telhas termoacústicas. O sistema de aquecimento será elétrico, por meio de trocador de calor, garantindo temperatura adequada para uso contínuo.
Beneficiará cerca de 200 idosos atualmente cadastrados no Centro do Idoso, oferecendo melhores condições para atividades físicas e de reabilitação. A manutenção será realizada pelos próprios servidores de serviços gerais do quadro efetivo do município, assegurando conservação e pleno funcionamento.
A obra será implantada no Centro do Idoso, prédio público, localizado na Rua João Manueira Garcia, Quadra 16, Centro.
","""1"": Ampliação do Centro do idoso sendo implantado uma piscina Aquecida Coberta, com área total de aproximadamente 218 m². A obra será implantada no Centro do Idoso, prédio público, localizado na Rua João Manueira Garcia, Quadra 16, Centro. - (218 M2)"
76688-41866-44753,APROVADO,"PODER - 02 PODER EXECUTIVO
ORGÃO -  SECRETARIA MUNICIPAL DE OBRAS, SERVIÇOS URBANOS E INFRAESTRUTURA
UNIDADE -  SECRETARIA MUNICIPAL DE OBRAS, SERVIÇOS URBANOS E INFRAESTRUTURA
CONSTRUCAO DE PRAÇA - 15.451 
OBRAS E INSTALAÇÕES - 4.4.90.51.00",MUNICIPIO DE DEMERVAL LOBAO,CONSTRUÇÃO DE PRAÇA NA ZONA URBANA DO MUNICÍPIO DE DEMERVAL LOBÃO - PI,"""1"": CONSTRUÇÃO DE PRAÇA NO MUNICÍPIO DE DEMERVAL LOBÃO - PI - (4500 M2)"
76692-35438-38182,REPROVADO,4.4.90.51.00.00 - OBRAS E INSTALAÇÕES,MUNICIPIO DE VILA NOVA DO PIAUI,CONSTRUÇÃO DE PISTA DE CAMINHADA NA ZONA URBANA DO MUNICÍPIO DE VILA NOVA DO PIAUÍ - PI,"""1"": CONSTRUÇÃO DE PISTA DE CAMINHADA NA ZONA URBANA DO MUNICÍPIO DE VILA NOVA DO PIAUÍ - PI - (500 M2)"
76715-39957-47204,Enviado para Análise,"33.90.30.00.00 Fornecimento de insumos, materiais de consumo para realização das atividades das unidades básicas de saúde
33.90.39.00.00 Serviços de terceiros essenciais para o funcionamento adequado das unidades básicas de saúde
",FUNDO MUNICIPAL DE SAUDE DO MUNICIPIO DE SARANDI,"Atendimento da atenção primária em Saúde, com fornecimento de insumos, materiais de consumo e serviços de terceiros essenciais para o funcionamento adequado das unidades básicas de saúde, como manutenção de equipamentos, a conservação da frota de transporte sanitário e de transporte de equipe, aquisição de exames e a insumos necessários as atividades de atenção básica. Os recursos serão utilizados para apoiar ações de promoção, prevenção e controle de doenças crônicas, especialmente hipertensão arterial e diabetes, alinhando-se às metas estabelecidas na Programação Anual de Saúde (PAS). Especificamente, os recursos serão destinados à manutenção de equipamentos, à conservação da frota de transporte sanitário e de transporte de equipe, à aquisição de exames laboratoriais e a insumos necessários às atividades de atenção básica. Essas ações visam ampliar a cobertura da Estratégia Saúde da Família, melhorar o controle das condições crônicas e promover um cuidado integral à população, contribuindo para a redução das desigualdades em saúde.","""1"": APRIMORAR E IMPLANTAR AS REDES DE ATENÇÃO A SAÚDE NAS REGIÕES DE SAÚDE, COM ENFASE NA ARTICULAÇÃO DA REDE MATERNO INFANTIL, REDE DE CUIDADOS A PESSOA COM DEFICIÊNCIA E DA REDE DE ATENÇÃO A SAÚDE DAS PESSOAS COM DOENÇAS CRÔNICAS - (1 UN)"
76707-42126-45016,Enviado para Análise,"Órgão: 09.001
Unidade: 09.002
Funcional: 0010.301.0006 - Manter as Ações de Saúde da Atenção Básica
Projeto /Atividade: 2041
Natureza de Despesa: 3339030000000000000 - Material de Consumo
Natureza de Despesa: 3339039000000000000 - Outros Serviços de Terceiros - Pessoa Jurídica
Recurso: Transferência Especial",FUNDO MUNICIPAL DE SAUDE,"Os objetos de execução da Atenção Primária, incluem ações de promoção, proteção e recuperação da saúde, prevenção de agravos, diagnóstico, tratamento, reabilitação e manutenção da saúde, tanto em nível individual quanto coletivo. Além disso, a Atenção Primária busca ser a porta de entrada preferencial do usuário no sistema de saúde, organizando o fluxo de pessoas e integrando-se com outros pontos de atenção na Rede de Atenção à Saúde. 
Ações de promoção, proteção e recuperação da saúde:
Envolvem atividades para melhorar a saúde da população e prevenir doenças, como campanhas de vacinação, educação em saúde e programas de prevenção de doenças crônicas. 
Prevenção de agravos:
Visa evitar o surgimento de doenças e condições de saúde, como a prevenção de doenças infecciosas, acidentes e violências. 
Diagnóstico e tratamento:
Inclui a realização de exames, consultas e procedimentos para identificar e tratar doenças, desde condições simples até aquelas que requerem atenção especializada. 
Reabilitação e manutenção da saúde:
Busca restaurar a funcionalidade e a capacidade de pessoas com doenças ou lesões, além de promover a saúde a longo prazo, como em casos de reabilitação física, controle de doenças crônicas e acompanhamento de idosos. 
Atenção no primeiro contato:
A Atenção Primária deve ser o ponto de partida para o acesso aos serviços de saúde, garantindo que as pessoas recebam a atenção necessária em seu primeiro contato com o sistema. 
Integralidade do cuidado:
Busca atender a todas as necessidades de saúde do indivíduo, considerando sua dimensão física, mental e social, e oferecendo ações de promoção, prevenção, tratamento e reabilitação, segundo a Política Nacional de Atenção Básica. 
Longitudinalidade do cuidado:
Garante o acompanhamento contínuo do usuário ao longo do tempo, estabelecendo um vínculo entre ele e a equipe de saúde. 
Coordenação do cuidado:
Busca organizar e integrar os diferentes serviços de saúde, garantindo que o usuário receba o cuidado adequado em cada etapa do seu tratamento.
Atenção familiar e comunitária:
Considera o contexto social e familiar do indivíduo, buscando promover a saúde em seu ambiente e fortalecer os laços familiares, de acordo com o Ministério da Saúde. 
Organização do fluxo de pessoas:
Define como os usuários devem ser encaminhados para os diferentes serviços de saúde, garantindo que recebam a atenção necessária em cada nível de complexidade. 
Gestão da clínica:
Envolve a organização dos processos de trabalho nas unidades de saúde, a definição de protocolos clínicos e a garantia da qualidade do cuidado. 
Educação em saúde:
Promove a conscientização da população sobre temas de saúde, incentivando a adoção de hábitos saudáveis e a participação ativa na prevenção de doenças. 
Atuação em redes:
Busca integrar a Atenção Primária com outros pontos da rede de atenção à saúde, como hospitais, serviços de emergência e serviços especializados, garantindo a continuidade do cuidado. 
Apoio institucional:
Fornece suporte técnico e administrativo para as equipes de Atenção Primária, auxiliando-as na gestão e organização dos serviços.","""4"": Apoio institucional - (365 DIAS); ""3"": Organização do fluxo de pessoas - (365 DIAS); ""2"": tratamento, reabilitação e manutenção da saúde - (365 DIAS); ""1"": promoção, proteção e recuperação da saúde - (365 DIA); ""1"": prevenção de agravos, diagnóstico - (365 DIAS)"
76697-42861-45804,Enviado para Análise,NA,MUNICIPIO DE MAMBORE,"Desenvolver e realizar um evento técnico voltado à agricultura familiar, com o foco na promoção da agroecologia e práticas agrícolas sustentáveis, fortalecendo o papel da agricultura familiar como pilar do desenvolvimento local e regional em Mamborê - PR.","""1"": Realização de Eventos  da Produção Agropecuária - (1 UN)"
76706-36618-39350,APROVADO,"Dotação da meta: 11.002.15.451.0020.1-147 - Pavimentação e Recape Asfáltico em Vias Urbanas
4.4.90.51.00.00 OBRAS E INSTALAÇÕES - Fonte 960.",MUNICIPIO DE SAO TOME,"Objeto: Execução de recapeamento asfáltico em CBUQ, (Concreto betuminoso usinado a quente) em ruas da área urbana, do Município de São Tomé, com urbanização de passeio em alguns trechos.
Trechos: Rua Jussara, Rua Antonio Jardinetti, Rua Francisco Moro, Rua Vereador Luiz Trevisan, Rua Vereadora Dalva Barduzzi Cabreira e Rua Vereador Manoel B. da Silva. Área Aproximada: 8.317,22 m².
","""1"": Execução de recapeamento asfáltico em CBUQ, (Concreto betuminoso usinado a quente). Trechos: Rua Jussara, Rua Antonio Jardinetti, Rua Francisco Moro, Rua Vereador Luiz Trevisan, Rua Vereadora Dalva Barduzzi Cabreira e Rua Vereador Manoel B. da Silva. - (8317 M2)"
76636-NA-NA,NA,NA,NA,NA,"""NA"": NA - (NA NA)"
76750-38969-42879,Em Complementação,"Unidade:  05.02 - Fundo Municipal de Educação; 
Atividade: 2058 - Manutenção e Desenvolvimento do Ensino Infantil:
Elemento: 4.4.90.52.00 - Material Permanente
Fonte: 706
Função: 12
Subfunção: 361/362",MUNICIPIO DE ITAPARICA,Aquisição de Mobiliario para Educação Infantil - Creches,"""1"": Aquiição de Mobiliario de Educ ação Infantil - (1 UN)"
76743-39341-42109,APROVADO,"SECRETARIA: 1700 - SECRETARIA MUNICIPAL DE INFRAESTRUTURA E DEFESA CIVIL
Unidade: 17.00.1 SECRETARIA MUNICIPAL DE INFRAESTRUTURA E DEFESA CIVIL
15.451.017.1014 PAVIMENTAÇÃO E DRENAGEM DE VIAS URBANAS
4.4.9.0.51.00.00 Obras e Instalações
",MUNICIPIO DE ILHEUS,Pavimentação em vias no perímetro Urbano do município de Ilhéus.,"""1"": Pavimentação em Vias do Município de Ilhéus - (12100 M2)"
76793-36578-39307,Enviado para Análise,"10.301.0008.2047.0000 MANUTENÇÃO DOS SERVIÇOS DE SAÚDE 
",MUNICIPIO DE SAO JOAO DA VARJOTA,"Capacitação em atenção Primária Com Ênfase Na Saúde Da População LGBTQIA+. A ação tem como objetivo promover a capacitação dos profissionais da Atenção Primária à Saúde com ênfase no cuidado integral à população LGBT, considerando suas especificidades de saúde, direitos e necessidades. A iniciativa busca fortalecer a equidade no Sistema Único de Saúde (SUS), reduzir barreiras de acesso e combater práticas discriminatórias. Serão abordados temas como acolhimento humanizado, prevenção de agravos, promoção da saúde integral, saúde mental, infecções sexualmente transmissíveis (ISTs) e construção de ambientes de cuidado respeitosos e inclusivos.
","""1"": Realização de 02 cursos de Capacitação e 04 oficinas  envolvendo profissionais da rede de saúde e representantes da sociedade civil com temáticas sobre saúde da população LGBT - (1 UN)"
76730-38316-41067,Em Complementação,1.7.1.9.57.0.0.00.00.00 Transferência Especial da União,FUNDO MUNICIPAL DE SAUDE DE GOVERNANDOR MANGABEIRA,Custeio ao Piso da Atenção Primária realizando a aquisição de insumos necessários.,"""1"": AQUISIÇÃO DE AVENTAL COM MANGA LONGA - (800 PCT); ""14"": AQUISIÇÃO DE ALGODÃO ORTOPÉDICO - (20 RO); ""15"": AQUISIÇÃO DE ATADURA CREPON 15CM - (800 DZ); ""16"": AQUISIÇÃO DE COMPRESSA DE GAZE 75X75 - (2000 PCT); ""17"": AQUISIÇÃO DE ESPARADRAPO 10X45 IMPERMEAVEL - (384 UN); ""18"": AQUISIÇÃO DE COMPRESSA DE CAZE 75X75 C/500 - (800 PCT); ""19"": AQUISIÇÃO DE FITA ADESIVA HOSPITALAR - (400 RO); ""20"": AQUISIÇÃO DE ATADURA CREPON 20CM - (400 DZ); ""10"": AQUISIÇÃO DE CURATIVO COMPRESSA COM EMULSÃO DE PETROLATU - (200 UN); ""13"": AQUISIÇÃO DE CURATIVO HIDROCOLOIDE EXTRA FINO - (120 UN); ""2"": AQUISIÇÃO DE PAPEL KRAFT PARA ESTERELIZAÇÃO - (16 RO); ""4"": AQUISIÇÃO DE PAPEL GRAU CIRURGICO PARA ESTERELIZAÇÃO - (40 RO); ""3"": AQUISIÇÃO DE LENÇOL HOSPITALAR PAPEL - (800 PCT); ""5"": AQUISIÇÃO DE ATADURA CREPON 10CM - (800 DZ); ""6"": AQUISIÇÃO DE FITA MICROPORE - (384 UN); ""7"": AQUISIÇÃO DE PAPEL TOALHA BRANCO - (5680 PCT); ""8"": AQUISIÇÃO DE AVENTAL COM MANGA LONGA 30G - (800 PCT); ""9"": AQUISIÇÃO DE CAIXA COLETORA MATERIAL PERFURO CORTANTE - (400 UN); ""11"": AQUISIÇÃO DE FITA ADESIVA PARA AUTOCLAVE - (400 UN); ""12"": AQUISIÇÃO DE GAZE RYON - (120 UN)"
76736-34378-37201,APROVADO,"Transferencia da união
44905100",MUNICIPIO DE JITAUNA,Pavimentação em rede Urbana,"""1"": Pavimentação - (4000 M2)"
79270-35629-38372,APROVADO,LEI ORÇAMENTARIA Nº 484/2024.,MUNICIPIO DE GOIABEIRA,"CONSTRUÇAO DE PAVIMENTAÇÃO EM VIAS URBANAS DO MUNICIPIO DE GOIABEIRA/MG COM INTEVERÇÃO NA RUAS: JOSÉ CARLOS RODRIGUES 18°58'53.95""S 41°13'38.29""O; ANTÔNIO FERNANDES SOUZA 18°58'50.80""S 41°13'39.60""O; VALTIZA SILVEIRA 18°58'51.14""S 41°13'41.55""O, LOCALIZADAS NO BAIRRO SILVEIRA E AS RUAS: ESMERALDAS 18°58'52.10""S 41°13'6.39""O; AMETISTAS 18°58'53.55""S 41°13'6.73""O; ÁGUAS MARINHAS 18°58'51.53""S 41°13'5.79""O; DÁLIA 18°58'49.31""S 41°13'8.50""O;  E AVENIDA DOS IPÊS 18°58'50.88""S 41°13'2.14""O, LOCALIZADAS NO BAIRRO CENTRO, TOTALIZANDO 931 METROS LINEAR DE PAVIMENTO EM BLOCOS SEXTAVADOS.","""2"": PAVIMENTAÇÃO NO CENTRO NAS SEGUINTES RUAS: ESMERALDAS, AMETISTAS, AGUAS MARINHAS, DALIA E AVENIDAS DOS IPES - (585 M); ""1"": ´PAVIMENTAÇÃO NO BAIRRO SILVEIRA NAS SEGUINTES RUAS: JOSE CARLOS RODRIGUES, ANTONIO FERNANDES SOUZA E VALTIZA SILVEIRA - (346 M)"
76735-34376-37199,APROVADO,"241951010000 Transferência Especial da União

 44905100",MUNICIPIO DE JITAUNA,Recuperação de estradas Vicinais na zona rural do municipio de Jitaúna.,"""1"": Recuperação de estradas Vicinais na zona rural do municipio de Jitaúna. - (16 KM)"
76738-41055-43899,APROVADO,Manutenção e Recuperação de estradas vicinais,MUNICIPIO DE LAGEDO DO TABOCAL,Manutenção e conservação de estradas vicinais,"""1"": Manutenção e conservação de estradas vicinais - (46588 M2)"
76740-40442-43252,APROVADO,"Transferencia da união
44905100",MUNICIPIO DE AIQUARA,Pavimentação em diversas ruas da  sede do municipio de Aiquara.,"""1"": Pavimentação em diversas ruas da  sede do municipio de Aiquara. - (1500 M2)"
76732-34416-37237,APROVADO,"Transferencia da União
33903900
44905100",MUNICIPIO DE ITAGI,Manutenção e conservação de estradas da zona rural do municipio de Itagi.,"""1"": Manutenção e conservação de estradas da zona rural do municipio de Itagi. - (1 KM)"
76754-38731-41485,APROVADO,"orgão: Fundo municipal de Assistência Social
unidade: Fundo Municipal de Assistência Social
projeto/atividade: 8.244.0003.2.022 -Gestão do Bloco de Proteção Social Básica-PSB",FUNDO MUNICIPAL DE ASSISTENCIA SOCIAL,"Aquisição de Itens de Consumo, GND 3, para a unidade de assistência Social- CRAS no Município de Boa Nova-ba","""1"": Aquisição de Itens de Custeio para o CRAS no Município de Boa Nova - (1 UN)"
76758-41682-46662,APROVADO,"UNIDADE ORÇAMENTÁRIA: 20606 - SECRETARIA DE URBANISMO OBRAS E SERVIÇOS PÚBLICOS
AÇÃO: 15.451.0021.1004 - REQUALIFICAÇÃO DA INFRAESTRUTURA URBANA E RURAL
NATUREZA DA DESPESA: 4.4.90.51.00 - OBRAS E INSTALAÇÕES
FONTE: 1706 - TRANSFERÊNCIA ESPECIAL DA UNIÃO
",MUNICIPIO DE MANOEL VITORINO,CONSTRUÇÃO DE PRAÇA COM ESPAÇOS PÚBLICOS DE ESPORTE E LAZER,"""2"": CONSTRUÇÃO DE ESPAÇOS PÚBLICOS DE LAZER - (1 UN); ""1"": CONSTRUÇÃO DE PRAÇA COM ESPAÇOS PÚBLICOS DE ESPORTE E LAZER NA SEDE DO MUNICÍPIO - (1321 M2)"
76744-34422-37244,Enviado para Análise,"Transferencia da União
31901100",MUNICIPIO DE ITAETE,Custeio Ao Piso Da Atenção Primária,"""1"": Custeio Ao Piso Da Atenção Primária - (1 UN)"
